,X,Y,sigma_X,sigma_Y,Z,u,v,sigma_u,sigma_v,h,k,l,n,d_hkl,theta,sigma_theta,lambda_the,lambda_exp,sigma_lambda,lambda_error
0,-3.4083898791944294,11.400860570290812,6.898505126040233,5.6179433953879965,3.577690870707336,-0.9526786976205592,3.1866533421420997,1.8209100791362285,1.4771278998567254,-1,3,1,11,121.4487695959232,0.2920625237658607,0.1137427437024382,73.23636363636365,69.93700661139883,26.457850598874458,4.505080346898339
1,4.522299701368639,11.411945592762804,11.631195274391208,7.75307641524674,3.7872370162252835,1.194089433007282,3.013264166956475,2.6433617132840332,2.2732946965589123,1,3,1,11,121.4487695959232,0.2992587747309737,0.1610744629120794,73.23636363636365,71.6091107812281,37.38570894463108,2.221919241123519
2,-11.29374750222986,3.643834920580175,5.520108003483799,6.120125957787087,3.559829905928357,-3.172552565902611,1.023598041724387,1.4106104120088254,1.649801027384293,-3,1,1,11,121.4487695959232,0.29143535013545746,0.11100513623601127,73.23636363636365,69.79110517551462,25.825915992508826,4.70430028169555
3,12.480352253357582,3.3611922570320774,8.545031334940667,6.212006453667835,4.1598015730425715,3.000227783516408,0.8080174493932956,1.594532551546526,1.6112478115461226,3,1,1,11,121.4487695959232,0.3113714792157954,0.15632638469560411,73.23636363636365,74.41517217425685,36.145417620245524,1.6095945775602334
4,12.355032839016094,-4.616453663310135,5.218644675585864,4.6609159365548045,4.314983326873797,2.8632863450638886,-1.0698659330984606,0.9880986878525447,1.1089925148494306,3,-1,1,11,121.4487695959232,0.31618166227663475,0.0968371724892284,73.23636363636365,75.52650615461846,22.355540590045415,3.127056566633927
5,-3.6824287287694175,-12.081994500928127,8.932042906839705,13.2250835390229,3.9894263786694495,-0.9230471700038185,-3.028504189356091,2.533092748054334,2.492072588940193,-1,-3,1,11,121.4487695959232,0.3059350714544177,0.24181567345367216,73.23636363636365,73.15708534737037,56.00904926581814,0.10824989807920483
6,4.226975723199723,-12.527444056092856,8.13963704717747,4.718850780047164,4.3339243829438985,0.9753229059175396,-2.8905543680906027,1.6455201717845402,1.2571439008165997,1,-3,1,11,121.4487695959232,0.31675991323048186,0.09703392228582057,73.23636363636365,75.65998680929779,22.39672012679284,3.309316646260621
7,0.606723592801449,23.234243019772293,12.7737707823069,10.32285477289688,11.397247527955734,0.05323422092160825,2.038583698632691,1.120199660615071,0.57264076577201,0,4,2,20,90.06881813369152,0.4559135506111202,0.11083699433852921,80.55999999999999,79.31149157230493,17.926579372278436,1.5497870254407367
8,-23.034464583824803,-0.0790818370948049,13.856297106034637,7.236104597829887,11.233419447619148,-2.050530089367117,-0.007039872183493139,0.7723331841468345,0.6441829273046668,-4,0,2,20,90.06881813369152,0.45373980966064503,0.148393091562666,80.55999999999999,78.95972745435566,24.02636272973754,1.9864356326270236
9,24.387786754337284,-0.7366887695236255,9.379737641591108,7.298226794089023,12.320073435237116,1.9795163464354715,-0.059795809935401324,0.4702650009779143,0.5926697810953575,4,0,2,20,90.06881813369152,0.4675946480234705,0.09557015797105473,80.55999999999999,81.19531775006442,15.36775521152646,0.7886267999806738
10,0.0727449175366459,-24.29263239628376,11.20962013759786,7.939671040873069,12.234703249147373,0.005945785202572481,-1.9855514189097063,0.9162073451032803,0.40807560299039086,0,-4,2,20,90.06881813369152,0.46655231382166085,0.08256284923171447,80.55999999999999,81.02766552800598,13.283150220561351,0.5805182820332606
